epoch,monotonic_s,sta_tx_bytes,sta_rx_bytes,sta_tx_packets,sta_rx_packets,sta_tx_retries,sta_tx_failed,signal_dbm,wifi_tx_bytes,wifi_rx_bytes,wifi_tx_packets,wifi_rx_packets,wifi_tx_dropped,wifi_rx_dropped,wifi_tx_errors,wifi_rx_errors,wan_rx_bytes,wan_tx_bytes,wan_rx_packets,wan_tx_packets,wan_rx_dropped,wan_tx_dropped,wan_rx_errors,wan_tx_errors
1787623071,89289.98,1998784,2291648,14570,7340,1996,1996,-70,95268288,9680512,128195,47545,48533,18775,48533,18775,213631748,77671708,217250,161505,0,0,0,0
1787623072,89291.45,1998880,2291808,14572,7343,1996,1996,-70,95268384,9680672,128197,47548,48533,18780,48533,18780,213632112,77671906,217253,161507,0,0,0,0
1787623074,89292.94,1999104,2292064,14580,7348,1996,1996,-70,95268608,9680928,128200,47553,48533,18785,48533,18785,213632364,77672174,217257,161510,0,0,0,0
1787623075,89294.42,1999328,2292320,14580,7353,1996,1996,-70,95268832,9681184,128200,47558,48533,18785,48533,18785,213632532,77672258,217258,161511,0,0,0,0
