epoch,monotonic_s,sta_tx_bytes,sta_rx_bytes,sta_tx_packets,sta_rx_packets,sta_tx_retries,sta_tx_failed,signal_dbm,wifi_tx_bytes,wifi_rx_bytes,wifi_tx_packets,wifi_rx_packets,wifi_tx_dropped,wifi_rx_dropped,wifi_tx_errors,wifi_rx_errors,wan_rx_bytes,wan_tx_bytes,wan_rx_packets,wan_tx_packets,wan_rx_dropped,wan_tx_dropped,wan_rx_errors,wan_tx_errors
1787625320,91539.75,17415680,9465408,51718,24328,5855,5855,-61,110685184,16854272,146769,64533,52392,25143,52392,25143,229016746,83917535,239092,180168,0,0,0,0
1787625322,91541.24,17416384,9467200,51732,24362,5855,5855,-61,110685888,16856064,146776,64567,52392,25162,52392,25162,229017103,83918015,239097,180174,0,0,0,0
1787625323,91542.74,17417120,9468576,51770,24384,5856,5856,-61,110686624,16857440,146795,64589,52393,25180,52393,25180,229018709,83921239,239118,180196,0,0,0,0
1787625325,91544.22,17418400,9472032,51780,24410,5857,5857,-60,110687904,16860896,146801,64615,52394,25201,52394,25201,229019191,83921975,239123,180203,0,0,0,0
1787625326,91545.72,17419456,9475424,51802,24457,5857,5857,-60,110688960,16864288,146811,64662,52394,25225,52394,25225,229020207,83923453,239135,180215,0,0,0,0
1787625328,91547.21,17523264,9483584,52028,24492,5863,5863,-59,110792768,16872448,146925,64697,52400,25231,52400,25231,229124962,83932088,239244,180322,0,0,0,0
1787625329,91548.69,17524704,9487168,52036,24513,5863,5863,-59,110794208,16876032,146928,64718,52400,25240,52400,25240,229125381,83932612,239249,180325,0,0,0,0
1787625331,91550.18,17525120,9487744,52038,24527,5863,5863,-59,110794624,16876608,146929,64732,52400,25247,52400,25248,229125782,83933236,239255,180330,0,0,0,0
1787625332,91551.67,17525472,9488544,52048,24536,5863,5863,-59,110794976,16877408,146934,64741,52400,25256,52400,25256,229126048,83933462,239258,180333,0,0,0,0
1787625334,91553.15,17525632,9488864,52060,24542,5864,5864,-59,110795136,16877728,146940,64747,52401,25275,52401,25275,229127844,83935300,239265,180340,0,0,0,0
1787625335,91554.64,17527456,9491840,52064,24576,5864,5864,-60,110796960,16880704,146942,64781,52401,25286,52401,25286,229128050,83935442,239267,180343,0,0,0,0
1787625337,91556.12,17527584,9492224,52068,24584,5864,5864,-60,110797088,16881088,146944,64789,52401,25292,52401,25292,229128480,83936018,239275,180355,0,0,0,0
1787625338,91557.60,17528352,9496992,52108,24604,5864,5864,-60,110797856,16885856,146964,64809,52401,25325,52401,25325,229129905,83942641,239294,180385,0,0,0,0
1787625340,91559.10,17530848,9503840,52116,24664,5864,5864,-61,110800352,16892704,146969,64869,52401,25344,52401,25344,229132762,83945837,239301,180396,0,0,0,0
1787625341,91560.60,17532224,9505952,52122,24682,5864,5864,-61,110801728,16894816,146971,64887,52401,25359,52401,25359,229132968,83946059,239303,180400,0,0,0,0
1787625343,91562.10,17532288,9506240,52288,24689,5864,5864,-61,110906176,16902624,147054,64926,52401,25368,52401,25368,229237955,83951332,239388,180460,0,0,0,0
1787625344,91563.61,17637024,9514432,52300,24729,5866,5866,-61,110906528,16903296,147060,64934,52403,25378,52403,25378,229238388,83951954,239393,180468,0,0,0,0
1787625346,91565.09,17637440,9515552,52322,24747,5868,5868,-61,110906944,16904416,147071,64952,52405,25396,52405,25396,229239072,83952640,239404,180479,0,0,0,0
1787625347,91566.58,17639328,9518496,52330,24779,5868,5868,-61,110908832,16907360,147075,64984,52405,25410,52405,25410,229240709,83954380,239410,180486,0,0,0,0
1787625349,91568.07,17640000,9521504,52350,24809,5870,5870,-60,110909504,16910368,147085,65014,52407,25428,52407,25428,229241378,83956434,239419,180499,0,0,0,0
1787625350,91569.55,17640128,9521856,52364,24817,5870,5870,-60,110909632,16910720,147092,65022,52407,25442,52407,25442,229241839,83956926,239427,180508,0,0,0,0
1787625352,91571.03,17641120,9524096,52382,24861,5870,5870,-60,110910624,16912960,147101,65066,52407,25464,52407,25464,229242763,83957768,239442,180523,0,0,0,0
1787625353,91572.53,17642208,9529088,52410,24894,5871,5871,-60,110911712,16917952,147118,65099,52408,25486,52408,25487,229246259,83961990,239453,180534,0,0,0,0
1787625355,91574.02,17645184,9532544,52424,24907,5871,5871,-61,110914688,16921408,147122,65112,52408,25495,52408,25495,229246671,83962844,239460,180544,0,0,0,0
1787625356,91575.50,17645888,9534880,52432,24946,5871,5871,-61,110915392,16923744,147126,65151,52408,25515,52408,25515,229247101,83963204,239464,180550,0,0,0,0
1787625358,91577.00,17751232,9541408,52650,24981,5889,5889,-60,111020736,16930272,147235,65186,52426,25529,52426,25529,229354856,83969643,239564,180634,0,0,0,0
1787625359,91578.49,17753920,9543936,52678,25007,5890,5890,-60,111023424,16932800,147249,65212,52427,25545,52427,25546,229355675,83974262,239573,180648,0,0,0,0
1787625361,91580.00,17754592,9549184,52682,25037,5890,5890,-60,111024096,16938048,147251,65242,52427,25563,52427,25563,229356187,83974808,239599,180683,0,0,0,0
1787625362,91581.49,17808480,9570624,52868,25124,5904,5904,-60,111077984,16959488,147345,65329,52441,25585,52441,25586,229407526,83992130,239701,180777,0,0,0,0
1787625364,91582.99,17808896,9571488,52878,25143,5904,5904,-60,111078400,16960352,147349,65348,52441,25606,52441,25606,229408090,83992774,239706,180784,0,0,0,0
1787625365,91584.47,17809600,9573760,52884,25177,5905,5905,-60,111079104,16962624,147352,65382,52442,25619,52442,25619,229408446,83993166,239712,180790,0,0,0,0
1787625367,91585.96,17809952,9574688,52896,25196,5906,5906,-60,111079456,16963552,147358,65401,52443,25636,52443,25636,229408736,83993744,239722,180802,0,0,0,0
1787625368,91587.45,17810624,9576608,52916,25222,5909,5909,-60,111080128,16965472,147368,65427,52446,25655,52446,25656,229409341,83994568,239727,180810,0,0,0,0
1787625370,91588.93,17811232,9578688,52930,25257,5911,5911,-61,111080736,16967552,147375,65462,52448,25672,52448,25672,229409950,83995125,239731,180817,0,0,0,0
1787625371,91590.43,17811296,9579136,52932,25267,5911,5911,-61,111080800,16968000,147376,65472,52448,25684,52448,25684,229410095,83995598,239733,180825,0,0,0,0
1787625373,91591.91,17811360,9579904,52934,25279,5911,5911,-61,111080864,16968768,147414,65484,52475,25691,52475,25691,229482643,83999666,239795,180875,0,0,0,0
1787625374,91593.40,17884608,9585728,53018,25314,5938,5938,-60,111154112,16974592,147419,65519,52475,25705,52475,25705,229483015,84000226,239799,180881,0,0,0,0
1787625376,91594.88,17884768,9586080,53022,25323,5938,5938,-60,111154272,16974944,147421,65528,52475,25717,52475,25717,229483220,84000614,239804,180887,0,0,0,0
1787625377,91596.38,17884832,9586528,53088,25333,5944,5944,-60,111154336,16975392,147454,65538,52481,25733,52481,25733,229493026,84005939,239842,180927,0,0,0,0
1787625379,91597.85,17896864,9594880,53116,25389,5952,5952,-60,111166368,16983744,147468,65594,52489,25744,52489,25744,229493700,84008324,239857,180940,0,0,0,0
1787625380,91599.34,17899232,9599712,53134,25411,5952,5952,-60,111168736,16988576,147477,65616,52489,25768,52489,25768,229497341,84011178,239867,180951,0,0,0,0
1787625381,91600.84,17901248,9601984,53150,25435,5953,5953,-60,111170752,16990848,147485,65640,52490,25784,52490,25784,229498054,84012793,239877,180965,0,0,0,0
1787625383,91602.34,17901632,9603840,53162,25469,5955,5955,-60,111171136,16992704,147491,65674,52492,25800,52492,25800,229498441,84013457,239883,180974,0,0,0,0
1787625384,91603.83,17901984,9604960,53170,25487,5956,5956,-60,111171488,16993824,147495,65692,52493,25818,52493,25818,229498813,84013923,239887,180982,0,0,0,0
1787625386,91605.32,17902304,9606080,53198,25505,5963,5963,-60,111171808,16994944,147509,65710,52500,25838,52500,25838,229499849,84015607,239897,180993,0,0,0,0
1787625387,91606.82,17903744,9616672,53210,25542,5963,5963,-60,111173248,17005536,147515,65747,52500,25848,52500,25848,229500479,84019904,239943,181049,0,0,0,0
1787625389,91608.31,17977440,9623712,53360,25587,5970,5970,-59,111246944,17012576,147590,65792,52508,25867,52508,25867,229576288,84050386,240006,181114,0,0,0,0
1787625390,91609.79,17982400,9657216,53924,25662,6047,6047,-60,111251904,17046080,147891,65867,52585,25870,52585,25870,229623190,84076848,240288,181608,0,0,0,0
1787625392,91611.28,18011648,9724768,54356,26090,6066,6066,-60,111281152,17113632,148088,66295,52603,25910,52611,25910,229634800,84096880,240476,181928,0,0,0,0
1787625393,91612.79,18022432,9750848,54690,26256,6097,6097,-60,111291936,17139712,148255,66461,52634,25919,52634,25919,229642325,84112771,240584,182116,0,0,0,0
1787625395,91614.30,18025920,9758304,54698,26321,6097,6097,-60,111295424,17147168,148259,66543,52634,25937,52634,25937,229642734,84113231,240588,182119,0,0,0,0
1787625396,91615.79,18026368,9761984,54706,26367,6097,6097,-60,111295872,17150848,148263,66572,52634,25953,52634,25953,229643107,84114037,240597,182132,0,0,0,0
1787625398,91617.27,18027136,9762752,54774,26386,6104,6104,-60,111296640,17151616,148297,66591,52641,25981,52641,25981,229644795,84115111,240631,182148,0,0,0,0
1787625399,91618.75,18029600,9768096,54848,26427,6119,6119,-60,111299904,17157792,148334,66654,52656,26005,52656,26006,229646187,84115723,240652,182154,0,0,0,0
1787625401,91620.24,18030912,9769568,54866,26465,6121,6121,-60,111300416,17158432,148343,66670,52658,26021,52658,26021,229646697,84116067,240659,182158,0,0,0,0
1787625402,91621.74,18031040,9770624,54916,26477,6137,6137,-61,111300544,17159488,148368,66682,52674,26037,52674,26037,229647206,84116913,240667,182172,0,0,0,0
1787625404,91623.23,18131328,9780992,55104,26532,6175,6175,-60,111400832,17169856,148462,66737,52712,26049,52712,26049,229746260,84123027,240753,182245,0,0,0,0
1787625405,91624.73,18131392,9781632,55108,26544,6175,6175,-60,111400896,17170496,148464,66749,52712,26057,52712,26057,229746466,84123297,240757,182248,0,0,0,0
1787625407,91626.22,18131584,9782080,55120,26553,6178,6178,-61,111401088,17170944,148470,66758,52715,26067,52715,26067,229747399,84123814,240762,182255,0,0,0,0
1787625408,91627.71,18132064,9783552,55134,26576,6181,6181,-61,111401568,17172416,148477,66781,52718,26077,52718,26077,229747771,84124298,240766,182261,0,0,0,0
1787625410,91629.20,18132192,9783840,55150,26582,6185,6185,-61,111401696,17172704,148485,66787,52722,26090,52722,26091,229748212,84124702,240772,182266,0,0,0,0
1787625411,91630.70,18133760,9786144,55156,26604,6185,6185,-61,111403264,17175008,148488,66809,52722,26105,52722,26105,229749637,84126124,240775,182270,0,0,0,0
1787625413,91632.19,18136288,9826880,55202,26686,6192,6192,-62,111405792,17215744,148511,66891,52729,26138,52729,26138,229751969,84160886,240794,182332,0,0,0,0
1787625414,91633.68,18137248,9833216,55228,26715,6194,6194,-62,111406752,17222080,148524,66920,52731,26163,52731,26163,229753685,84174763,240806,182355,0,0,0,0
1787625416,91635.16,18139072,9865024,55254,26754,6200,6200,-63,111408576,17253888,148537,66959,52737,26181,52737,26181,229754824,84196951,240817,182405,0,0,0,0
1787625417,91636.66,18143712,9905920,55284,26832,6203,6203,-63,111413216,17294784,148552,67037,52740,26206,52740,26206,229758898,84229170,240831,182445,0,0,0,0
1787625419,91638.16,18241440,9936992,55402,26902,6205,6205,-62,111510944,17325856,148611,67107,52742,26225,52742,26225,229856188,84256731,240927,182551,0,0,0,0
1787625420,91639.65,18242048,9957632,55414,26926,6205,6205,-62,111511552,17346496,148617,67131,52742,26232,52742,26232,229856462,84257043,240931,182554,0,0,0,0
1787625422,91641.14,18242848,9959424,55428,26949,6205,6205,-62,111512352,17348288,148624,67154,52742,26241,52742,26242,229857183,84258006,240941,182568,0,0,0,0
1787625423,91642.63,18242912,9961120,55436,26969,6205,6205,-62,111512416,17349984,148628,67174,52742,26258,52742,26258,229857616,84258684,240946,182575,0,0,0,0
1787625425,91644.14,18243264,9962592,55440,26985,6205,6205,-62,111512768,17351456,148635,67190,52744,26266,52744,26266,229857965,84259210,240952,182584,0,0,0,0
1787625426,91645.64,18243616,9964256,55454,27011,6207,6207,-62,111513120,17353120,148637,67216,52744,26279,52744,26279,229858259,84259586,240956,182588,0,0,0,0
